Node Operator,Total Network Penetration,direct,Stealth Pool,Ledger Live,Lido,Swell,Fireblocks,Enzyme,Coinbase,Rocketpool,StakeHound,Stader - Permissionless,Stader - Permissioned,StakeWise,Octant
0x223fd5ab8c2d40912ec7ed6731c5782d3f706317,1.326598634266706e-05,0,0,0,0,0,0,0,0,1.326598634266706e-05,0,0,0,0,0
0xd1892d3b28bb175ea4bcecc85a1aa364ce57e1ca,1.326598634266706e-05,0,0,0,0,0,0,0,0,1.326598634266706e-05,0,0,0,0,0
0xb50bda9cd9083613fc2ff4e4aed0687c0ff64015,1.326598634266706e-05,0,0,0,0,0,0,0,0,1.326598634266706e-05,0,0,0,0,0
0x0c60ee56a4cd2df657fe5387b5c2f468bb9abfff,1.326598634266706e-05,0,0,0,0,0,0,0,0,1.326598634266706e-05,0,0,0,0,0
0x6ab0291f24508cf56f397d05816121e117062259,1.326598634266706e-05,0,0,0,0,0,0,0,0,1.326598634266706e-05,0,0,0,0,0
0xb80b944f12015598196d65fe8d9e33611f4cbf05,1.326598634266706e-05,0,0,0,0,0,0,0,0,1.326598634266706e-05,0,0,0,0,0
0xb1cc0bc86c8e492714b7b2954085214971a13959,1.326598634266706e-05,0,0,0,0,0,0,0,0,1.326598634266706e-05,0,0,0,0,0
0xdf0ca2607b359db3c51dbc5db75a65af9afdea14,1.326598634266706e-05,0,0,0,0,0,0,0,0,1.326598634266706e-05,0,0,0,0,0
0x1061e7bd10ee7a4fb134a7f1e1db3ecce5322fc7,1.326598634266706e-05,0,0,0,0,0,0,0,0,1.326598634266706e-05,0,0,0,0,0
0x4ac9748defddf36167600ff352f4c671749a7acb,1.326598634266706e-05,0,0,0,0,0,0,0,0,1.326598634266706e-05,0,0,0,0,0
0x3152c2a63e675a2e85202e7026e2c2fec509e0ad,1.326598634266706e-05,0,0,0,0,0,0,0,0,1.326598634266706e-05,0,0,0,0,0
0x45df28a209e2b4fca5c6d14b6048e66c0133fc99,1.326598634266706e-05,0,0,0,0,0,0,0,0,1.326598634266706e-05,0,0,0,0,0
0x948b56b16fbc17fb2d667ec6f0742c4251114284,1.326598634266706e-05,0,0,0,0,0,0,0,0,1.326598634266706e-05,0,0,0,0,0
0x9efd3ecf5e6eb12283b64dfb467045aa8589a7c8,1.326598634266706e-05,0,0,0,0,0,0,0,0,1.326598634266706e-05,0,0,0,0,0
0x26b8fbdb56537a278a59c68f52ecc77c780092fb,1.326598634266706e-05,0,0,0,0,0,0,0,0,1.326598634266706e-05,0,0,0,0,0
0xd19400ea9a0154193b3fff45d8faf45a3a516598,1.326598634266706e-05,0,0,0,0,0,0,0,0,1.326598634266706e-05,0,0,0,0,0
0x52168900aacd93234f90a47533e65d2c37d93bb7,1.326598634266706e-05,0,0,0,0,0,0,0,0,1.326598634266706e-05,0,0,0,0,0
0x43e304ef672a38ead0871ec4785cbdc3c51bca3b,1.326598634266706e-05,0,0,0,0,0,0,0,0,1.326598634266706e-05,0,0,0,0,0
0x4efc3e587a4c3ae0899a0f6e20a78393fc9e39c8,1.326598634266706e-05,0,0,0,0,0,0,0,0,1.326598634266706e-05,0,0,0,0,0
0xd89a905d5c18f95b7f76e0ab820403ad6cc17229,1.326598634266706e-05,0,0,0,0,0,0,0,0,1.326598634266706e-05,0,0,0,0,0
0x90e60635dcc0b478423e2532edddec84b4af9781,1.326598634266706e-05,0,0,0,0,0,0,0,0,1.326598634266706e-05,0,0,0,0,0
0xd3c7c34e80bee3977b0b60c835a29e0dc14f4b7d,1.326598634266706e-05,0,0,0,0,0,0,0,0,1.326598634266706e-05,0,0,0,0,0
0x0ccdda6523b8bcae8b3ab407623ee073495c5ee0,1.326598634266706e-05,0,0,0,0,0,0,0,0,1.326598634266706e-05,0,0,0,0,0
0x174a6c620b69aec68b1fabdb0b5ac934f534a338,1.326598634266706e-05,0,0,0,0,0,0,0,0,1.326598634266706e-05,0,0,0,0,0
0x11b290b767fe786ea59c42637972b8de05acb0e3,1.326598634266706e-05,0,0,0,0,0,0,0,0,1.326598634266706e-05,0,0,0,0,0
0xb8a0c878bcd6064fd3d018a2efcde86afe449a32,1.2160487480778138e-05,0,0,0,0,0,0,0,0,1.2160487480778138e-05,0,0,0,0,0
0xeae563a766de782096f2856265fe278bb7130408,1.2160487480778138e-05,0,0,0,0,0,0,0,0,1.2160487480778138e-05,0,0,0,0,0
0xab6c1caac1fa34fd018a1b483b59133a1a50b66a,1.2160487480778138e-05,0,0,0,0,0,0,0,0,1.2160487480778138e-05,0,0,0,0,0
0x4e847058d41a4b5552dbd66d64adcbac13304ba6,1.2160487480778138e-05,0,0,0,0,0,0,0,0,1.2160487480778138e-05,0,0,0,0,0
0xa2f32adc4908565113cba479821f435d453968be - Stader,1.2160487480778138e-05,0,0,0,0,0,0,0,0,0,0,1.2160487480778138e-05,0,0,0
0x6e2c509d522d47f509e1a6d75682e6abbc38b362,1.2160487480778138e-05,0,0,0,0,0,0,0,0,1.2160487480778138e-05,0,0,0,0,0
0x6c63a01346eac59f420ad36afc32c09653a3a10c,1.2160487480778138e-05,0,0,0,0,0,0,0,0,1.2160487480778138e-05,0,0,0,0,0
0x7a62c7a28817cc52a5add96f5a26a68575e0eea8,1.2160487480778138e-05,0,0,0,0,0,0,0,0,1.2160487480778138e-05,0,0,0,0,0
0x824a06ec521aaebc057bac4e0fa205b09688ab9d,1.2160487480778138e-05,0,0,0,0,0,0,0,0,1.2160487480778138e-05,0,0,0,0,0
0x96ebd66b90dd3b1cc9d4cae922bffaaf2b71c99c,1.2160487480778138e-05,0,0,0,0,0,0,0,0,1.2160487480778138e-05,0,0,0,0,0
0x97b23fd3f1978004de1cea5753140ca4a9ebdf03,1.2160487480778138e-05,0,0,0,0,0,0,0,0,1.2160487480778138e-05,0,0,0,0,0
0x0770809c41191c00d860bb657e3e351ac5140876,1.2160487480778138e-05,0,0,0,0,0,0,0,0,1.2160487480778138e-05,0,0,0,0,0
0x881072f30a5fb6778a26c22112323dcf120b9aff,1.2160487480778138e-05,0,0,0,0,0,0,0,0,1.2160487480778138e-05,0,0,0,0,0
0xc5dbfaf13f8b0bac6def344fbbcfef06ac84eef9,1.2160487480778138e-05,0,0,0,0,0,0,0,0,1.2160487480778138e-05,0,0,0,0,0
0xea3bd3f34a298ddede1b664699332460a279625b,1.2160487480778138e-05,0,0,0,0,0,0,0,0,1.2160487480778138e-05,0,0,0,0,0
0x86296277d99b87ccbb8071ac4effca4954de82d0,1.2160487480778138e-05,0,0,0,0,0,0,0,0,1.2160487480778138e-05,0,0,0,0,0
0xce89f2ec85f61f4aaf2a52e02a531e31a6846fa9,1.2160487480778138e-05,0,0,0,0,0,0,0,0,1.2160487480778138e-05,0,0,0,0,0
0x268113e5fe56f912c1975d22350d00684692b29a,1.2160487480778138e-05,0,0,0,0,0,0,0,0,1.2160487480778138e-05,0,0,0,0,0
0xfaadf0c804689af0571f269eea8073a196f891f7,1.2160487480778138e-05,0,0,0,0,0,0,0,0,1.2160487480778138e-05,0,0,0,0,0
0x71d8acb8512d57d0110d57b2ee50d3256b18c992,1.2160487480778138e-05,0,0,0,0,0,0,0,0,1.2160487480778138e-05,0,0,0,0,0
0x8dbcf60850bea83180b60cf6d9508bc4064a90a5,1.2160487480778138e-05,0,0,0,0,0,0,0,0,1.2160487480778138e-05,0,0,0,0,0
0x6982556bab094d9bc99c1df17546ba6e288aabf2,1.2160487480778138e-05,0,0,0,0,0,0,0,0,1.2160487480778138e-05,0,0,0,0,0
0x8fb569c14b372430f9af8b235940187b449d0dec,1.2160487480778138e-05,0,0,0,0,0,0,0,0,1.2160487480778138e-05,0,0,0,0,0
0xe50e06b1b4136693ff34b371484504f9047c05ef,1.2160487480778138e-05,0,0,0,0,0,0,0,0,1.2160487480778138e-05,0,0,0,0,0
0x270a20b92680943ced4579f262d3c5fab0579f87,1.2160487480778138e-05,0,0,0,0,0,0,0,0,1.2160487480778138e-05,0,0,0,0,0
0x57767d8000859535431fbc57ebfec43fd0515902,1.1054988618889216e-05,0,0,0,0,0,0,0,0,1.1054988618889216e-05,0,0,0,0,0
